timestamp,dt_ms,laser_front_cm,sonar_front_cm,ir_left,ir_right,accel_x,accel_y,accel_z,accel_mag,gyro_z,rpm,battery_v,current_a,vision_mode,target_name,target_found,target_bbox_area,vision_steer_pull,avoid_state,raw_throttle,raw_steering,smooth_throttle,smooth_steering,motor_L,motor_R,sweep_active,sweep_esc_angle,sweep_esc_dist,rover_heading,target_bearing,laser_healthy,touch_x,touch_y,touch_conf,status_msg
1772281941.6126761,,63.6,26.5,False,False,-0.058,0.032,0.936,0.938,-3.03,0.0,12.13,5.82,,,,,,,,,,,,,,,,,,,,,,
1772281941.8704455,,61.36,26.9,False,False,0.01,0.014,0.956,0.956,3.94,0.0,12.13,5.82,,,,,,,,,,,,,,,,,,,,,,
1772281950.6329312,,62.02,26.5,False,False,0.004,0.022,1.045,1.046,-4.19,0.0,11.92,5.86,,,,,,,,,,,,,,,,,,,,,,
1772281950.8890874,,62.4,26.5,False,False,-0.071,-0.033,1.021,1.024,0.3,0.0,12.03,5.84,,,,,,,,,,,,,,,,,,,,,,
1772281951.147812,,62.52,26.5,False,False,0.005,-0.008,1.064,1.065,-4.16,0.0,12.08,5.83,,,,,,,,,,,,,,,,,,,,,,
1772281951.4070656,,62.160000000000004,25.7,False,False,0.015,0.001,0.958,0.959,1.24,0.0,12.13,5.82,,,,,,,,,,,,,,,,,,,,,,
1772281951.6618214,,62.220000000000006,25.7,False,False,0.038,-0.021,1.065,1.066,5.15,0.0,12.13,5.81,,,,,,,,,,,,,,,,,,,,,,
1772281951.9204268,,61.98,26.5,False,False,0.009,-0.01,1.046,1.047,-3.81,0.0,12.13,5.82,,,,,,,,,,,,,,,,,,,,,,
1772281952.178901,,62.4,26.5,False,False,-0.013,0.05,0.942,0.944,-1.24,0.0,12.09,5.83,,,,,,,,,,,,,,,,,,,,,,
1772281952.4342642,,62.48,26.5,False,False,0.042,-0.026,1.084,1.086,-2.67,0.0,12.1,5.83,,,,,,,,,,,,,,,,,,,,,,
1772281952.6951313,,62.36,27.4,False,False,-0.085,0.044,0.944,0.949,-5.4,0.0,12.13,5.82,,,,,,,,,,,,,,,,,,,,,,
1772281952.9539464,,62.339999999999996,26.5,False,False,-0.031,0.037,0.984,0.985,-4.89,0.0,12.05,5.84,,,,,,,,,,,,,,,,,,,,,,
1772281953.2091908,,62.339999999999996,26.5,False,False,0.036,-0.023,1.026,1.027,0.56,0.0,11.97,5.87,,,,,,,,,,,,,,,,,,,,,,
1772281953.468089,,62.339999999999996,26.5,False,False,0.031,-0.015,1.041,1.042,0.05,0.0,12.13,5.81,,,,,,,,,,,,,,,,,,,,,,
1772281953.7279706,,61.6,26.5,False,False,-0.013,0.009,0.979,0.98,-3.31,0.0,12.14,5.82,,,,,,,,,,,,,,,,,,,,,,
1772281953.9838607,,61.56,25.7,False,False,0.109,0.119,0.993,1.007,-1.05,0.0,12.04,5.83,,,,,,,,,,,,,,,,,,,,,,
1772281954.2427917,,60.760000000000005,26.5,False,False,0.056,-0.034,0.997,1.0,5.16,0.0,12.12,5.82,,,,,,,,,,,,,,,,,,,,,,
1772281954.502309,,61.04,25.7,False,False,0.004,0.011,0.944,0.945,1.18,0.0,12.13,5.84,,,,,,,,,,,,,,,,,,,,,,
1772281954.7576675,,62.8,26.6,False,False,-0.036,0.063,0.947,0.95,-2.97,0.0,12.13,5.84,,,,,,,,,,,,,,,,,,,,,,
1772281955.0166292,,61.64,25.7,False,False,-0.048,0.061,0.957,0.961,-1.66,0.0,12.13,5.81,,,,,,,,,,,,,,,,,,,,,,
1772281955.2761087,,61.56,26.5,False,False,0.071,-0.022,0.927,0.931,-3.79,0.0,12.1,5.83,,,,,,,,,,,,,,,,,,,,,,
1772281955.5311913,,61.4,26.5,False,False,-0.04,0.039,0.96,0.962,-5.2,0.0,12.14,5.82,,,,,,,,,,,,,,,,,,,,,,
1772281955.7902436,,61.4,26.5,False,False,-0.047,0.049,0.953,0.956,-5.98,0.0,12.14,5.82,,,,,,,,,,,,,,,,,,,,,,
1772281956.049169,,62.08,26.5,False,False,0.032,-0.061,1.117,1.12,0.43,0.0,12.02,5.83,,,,,,,,,,,,,,,,,,,,,,
1772281956.304211,,63.17999999999999,26.4,False,False,0.044,-0.016,1.026,1.028,3.07,0.0,12.12,5.83,,,,,,,,,,,,,,,,,,,,,,
1772281956.570488,,60.86,26.5,False,False,0.049,-0.022,1.02,1.022,4.6,0.0,12.09,5.84,,,,,,,,,,,,,,,,,,,,,,
1772281956.8295333,,62.260000000000005,26.5,False,False,-0.008,0.035,1.001,1.002,-5.48,0.0,12.12,5.85,,,,,,,,,,,,,,,,,,,,,,
1772281957.084646,,61.739999999999995,28.6,False,False,-0.003,0.028,0.979,0.98,-4.26,0.0,12.09,5.83,,,,,,,,,,,,,,,,,,,,,,
1772281957.34372,,62.02,26.6,False,False,-0.049,0.054,0.947,0.95,-4.34,0.0,12.08,5.83,,,,,,,,,,,,,,,,,,,,,,
1772281957.603129,,62.08,25.7,False,False,-0.009,0.018,0.982,0.983,-4.81,0.0,12.13,5.82,,,,,,,,,,,,,,,,,,,,,,
1772281957.8592763,,62.14,26.0,False,False,0.041,-0.023,1.1,1.102,0.43,0.0,12.13,5.81,,,,,,,,,,,,,,,,,,,,,,
1772281958.1181517,,62.92,26.5,False,False,0.039,-0.033,1.124,1.126,-0.59,0.0,12.13,5.82,,,,,,,,,,,,,,,,,,,,,,
1772281958.3785868,,62.14,25.7,False,False,0.044,-0.041,1.121,1.123,3.48,0.0,12.13,5.82,,,,,,,,,,,,,,,,,,,,,,
1772281958.6354856,,62.44,26.5,False,False,0.022,-0.012,1.002,1.003,1.6,0.0,12.14,5.82,,,,,,,,,,,,,,,,,,,,,,
1772281958.896458,,62.0,26.5,False,False,0.018,-0.034,1.067,1.068,1.66,0.0,12.13,5.82,,,,,,,,,,,,,,,,,,,,,,
1772281959.1552172,,62.46,26.5,False,False,0.012,-0.009,1.008,1.009,-3.26,0.0,12.09,5.84,,,,,,,,,,,,,,,,,,,,,,
