timestamp,pico_timestamp_ms,frame,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,raw_field_norm,accel_norm
1774622436.770788,9058823,80110,-0.130300000,0.095000000,0.206700000,0.134000000,0.004000000,-1.898000000,0.490000000,0.120000000,0.000000000,0.262160218,1.902728567
1774622436.863108,9058930,80111,-0.125300000,0.096700000,0.209000000,0.017000000,0.000000000,-1.888000000,0.630000000,0.490000000,0.090000000,0.262167847,1.888076534
1774622436.968006,9059035,80112,-0.124300000,0.090700000,0.202300000,0.125000000,0.000000000,-1.882000000,0.020000000,0.490000000,0.270000000,0.254169766,1.886146601
1774622437.073782,9059141,80113,-0.124300000,0.095000000,0.204000000,0.016000000,0.000000000,-1.888000000,0.230000000,0.000000000,0.250000000,0.257082652,1.888067795
1774622437.182012,9059248,80114,-0.124300000,0.094000000,0.207300000,0.010000000,0.003000000,-1.875000000,0.490000000,0.650000000,0.240000000,0.259344905,1.875029066
1774622437.289890,9059354,80115,-0.124300000,0.092300000,0.204000000,0.017000000,0.004000000,-1.873000000,0.560000000,0.050000000,0.180000000,0.256097208,1.873081418
1774622437.394784,9059461,80116,-0.127000000,0.094000000,0.204000000,0.125000000,-0.043000000,-0.998000000,0.560000000,0.680000000,0.000000000,0.258032944,1.006716445
1774622437.500110,9059566,80117,-0.124300000,0.095700000,0.203300000,0.016000000,0.001000000,-1.903000000,0.060000000,0.340000000,0.270000000,0.256787597,1.903067524
1774622437.605276,9059672,80118,-0.123700000,0.092300000,0.207300000,0.017000000,0.000000000,-1.871000000,0.370000000,0.500000000,0.430000000,0.258445874,1.871077230
1774622437.708609,9059778,80119,-0.131000000,0.090700000,0.205000000,0.016000000,0.001000000,-1.892000000,0.530000000,0.520000000,0.060000000,0.259639153,1.892067916
1774622437.816000,9059885,80120,-0.124300000,0.094000000,0.205700000,0.131000000,0.003000000,-1.871000000,0.520000000,0.610000000,0.440000000,0.258067782,1.875582843
1774622437.923194,9059991,80121,-0.124300000,0.096700000,0.205000000,0.021000000,0.001000000,-1.890000000,0.020000000,0.090000000,0.350000000,0.258507988,1.890116928
1774622438.031237,9060098,80122,-0.129300000,0.099000000,0.204000000,0.012000000,-0.038000000,-1.891000000,0.250000000,0.730000000,0.010000000,0.261027757,1.891419837
1774622438.134686,9060204,80123,-0.127000000,0.091700000,0.205000000,0.016000000,-0.037000000,-1.897000000,0.210000000,0.000000000,0.050000000,0.257997849,1.897428260
1774622438.240000,9060310,80124,-0.127000000,0.090000000,0.200700000,0.130000000,-0.044000000,-1.887000000,0.000000000,0.500000000,0.310000000,0.253987185,1.891984408
1774622438.347894,9060416,80125,-0.124300000,0.100000000,0.206700000,0.001000000,-0.034000000,-1.901000000,0.110000000,0.180000000,0.270000000,0.261104155,1.901304289
1774622438.452098,9060520,80126,-0.127000000,0.091700000,0.208300000,0.008000000,-0.037000000,-1.889000000,0.060000000,0.670000000,0.020000000,0.260627665,1.889379263
1774622438.557854,9060627,80127,-0.125300000,0.093300000,0.203300000,0.018000000,0.002000000,-1.875000000,0.050000000,0.250000000,0.070000000,0.256390074,1.875087465
1774622438.663560,9060733,80128,-0.128700000,0.095000000,0.202300000,0.010000000,0.000000000,-1.890000000,0.070000000,0.270000000,0.040000000,0.257903044,1.890026455
1774622438.771910,9060839,80129,-0.124300000,0.095700000,0.207300000,0.017000000,0.004000000,-1.905000000,0.570000000,0.120000000,0.220000000,0.259965902,1.905080051
1774622438.875866,9060946,80130,-0.126000000,0.092300000,0.200000000,0.133000000,-0.038000000,-1.875000000,0.490000000,0.020000000,0.010000000,0.253762271,1.880095210
1774622438.983084,9061051,80131,-0.127000000,0.093300000,0.203300000,0.016000000,0.004000000,-1.891000000,0.000000000,0.490000000,0.260000000,0.257225154,1.891071918
1774622439.087624,9061158,80132,-0.127000000,0.095700000,0.210000000,0.130000000,-0.041000000,-1.890000000,0.000000000,0.010000000,0.500000000,0.263415053,1.894909233
